"year","cause","sex","percmin","perc25","perc50","perc75","percmax"
1987,"Cardiopulmonary",2,49.3051101133205,54.9493142516398,56.2023562023562,57.8680646570555,60.8724832214765
1987,"External",1,6.42347985743601,8.32188959077177,9.47008052461546,11.455249373719,17.0550847457627
1987,"External",2,2.8658796757218,3.53725717599304,4.41298917568693,4.98301654983017,7.20547359418431
1987,"Other",1,12.725168197931,14.2261739372048,15.1168319521804,15.9764243614931,29.9244332493703
1987,"Other",2,14.951528709918,16.4435353910995,17.2991689750693,18.03307633453,24.0649463612641
1988,"Cancer",1,18.9601815556014,22.4849527085125,23.2969696969697,24.0074877154668,26.1515912897822
1988,"Cancer",2,19.04,21.172453044963,22.1175112991634,23.2223222322232,25.4868755292125
1988,"Cardiopulmonary",1,37.6393601551139,49.4448484848485,51.3563339478536,52.9738126941855,58.3022655577861
1988,"Cardiopulmonary",2,48.5461985785053,54.3204320432043,55.7373285115665,57.6795739167986,60.4086937685031
1988,"External",1,6.29716854894824,8.10347935821165,9.50325365633658,11.5085467426377,17.564524510653
1988,"External",2,2.75080906148867,3.6471038890345,4.27910828904686,4.94292363958772,7.99052336851174
1988,"Other",1,12.7043303699455,14.5498882340988,15.5784298663389,16.6538110931912,29.05962190984
1988,"Other",2,14.8313957686476,16.8222683264177,17.5701586194875,18.4466019417476,25.1211861990305
1989,"Cancer",1,20.942587832048,23.0844124233278,24.0026376524893,24.8599124708577,27.5883972051662
1989,"Cancer",2,19.1975877376665,21.7036553524804,22.8081740276862,23.8073473118894,25.3611328541948
1989,"Cardiopulmonary",1,36.2464183381089,47.876845918083,49.6110918544194,51.4056224899598,54.5905948787849
1989,"Cardiopulmonary",2,46.3938769502502,53.2350142721218,54.3678226589727,56.2277921828484,59.3310114642287
1989,"External",1,5.72025633881304,8.15460758897007,9.44937920204152,11.5918514512349,16.2810625535561
1989,"External",2,2.69140695370204,3.63625189494817,4.33098402109001,4.91665968674093,6.60457239627434
1989,"Other",1,13.4640437727983,15.078276307295,16.0990332237326,17.4591147313254,29.7755491881566
1989,"Other",2,15.3597812809028,17.2177970874568,18.0367789067092,19.5706470028544,25.758021783927
1990,"Cancer",1,19.622034579815,23.4540527223454,24.3231561161539,25.5308369029524,28.4533241474337
1990,"Cancer",2,19.6915776986951,22.0355292376018,23.0185416466519,24.05707729815,25.9681093394077
1990,"Cardiopulmonary",1,33.6711426399797,47.4941688205258,49.2027161058976,51.0060721514466,54.9212013083556
1990,"Cardiopulmonary",2,46.4133738601824,52.9785421024092,53.8783269961977,55.387469673184,58.4900074019245
1990,"External",1,6.14258254183627,8.1984154323114,9.38434409261673,11.8110616901953,15.4468744618564
1990,"External",2,2.8614716139729,3.64162159267391,4.13196011653194,4.90041633847193,6.6126013724267
1990,"Other",1,13.6187927445733,15.2135751901697,16.0469217204631,17.6369273165691,32.1510007600709
1990,"Other",2,15.5404512867316,17.2640915293377,18.0207542394331,19.3916349809886,27.3860182370821
1991,"Cancer",1,20.376073917977,23.349795942509,24.505115658363,25.6908140403286,28.1965648854962
1991,"Cancer",2,19.7611647309014,22.1189177151765,23.3867276887872,24.4150559511699,26.0589582140813
1991,"Cardiopulmonary",1,34.5720143516146,47.3582925122463,48.8758413289417,50.3058274021352,54.1410702390645
1991,"Cardiopulmonary",2,45.5821371610845,52.4576844955992,53.8077403245943,55.3848248497462,58.7763782103713
1991,"External",1,5.80603399752336,8.20173487544484,9.24095622961196,11.5107913669065,16.1128221753931
1991,"External",2,2.75042930738409,3.63852556480381,4.17277284998072,4.91551459293395,6.6712049012934
1991,"Other",1,13.5371179039301,15.3693066172147,16.8139910654881,18.1369039094945,31.1378780112763
1991,"Other",2,15.0408515465659,17.3194903256253,18.7138209320995,19.8096840334367,26.0925039872408
1992,"Cancer",1,20.7532365633582,24.075691411936,25.0352964905204,25.8147352693996,28.1972937581842
1992,"Cancer",2,20.1883460859329,22.5391655904318,23.4753049390122,24.6288209606987,27.1835590845399
1992,"Cardiopulmonary",1,33.4935492031369,46.6944682938796,48.4783593460446,49.9068606079822,54.2680947744239
1992,"Cardiopulmonary",2,47.4905018996201,51.7214777565073,53.5583015367382,54.8676268451563,58.3585400282315
1992,"External",1,5.68942436412316,7.81764186531824,9.06935157829265,11.3543965617377,15.3584171261758
1992,"External",2,2.33271945979128,3.42379958246347,4.0599583249311,4.44521981856246,6.79864027194561
1992,"Other",1,14.1837065887699,15.6459475929311,16.8669247398321,18.313836224284,32.6334429547179
1992,"Other",2,15.2170751218093,18.017526068076,18.6883186793468,19.9748564244693,25.5082592121982
1993,"Cancer",1,20.3533217218213,23.6715803908125,24.4039399797478,25.1616932066551,28.4941545978014
1993,"Cancer",2,19.8378164556962,21.4492182367626,22.8887744593203,23.6899347439193,26.2734584450402
1993,"Cardiopulmonary",1,32.3463548146305,46.8152702610125,48.8737848731526,50.3930068597561,53.7530445051295
1993,"Cardiopulmonary",2,47.3015873015873,52.3623473808586,53.7824181264835,55.2067419052782,58.9967565542194
1993,"External",1,5.98579920739762,7.83284792342926,9.26959475855375,11.0431207572426,15.3330138955438
1993,"External",2,2.45204666798497,3.53430744897191,4.05958840995188,4.75436861193538,6.38843126487278
1993,"Other",1,14.1265038010185,16.2050046835274,17.3582560474233,18.8488991276106,34.2373724807166
1993,"Other",2,15.2746390642015,18.067275018136,19.0792496971216,20.5135795160216,26.4761904761905
1994,"Cancer",1,20.3606853020739,23.5338345864662,24.5684745465697,25.3644093531734,28.1298643540138
1994,"Cancer",2,19.3424783508315,21.7391304347826,22.9813664596273,23.9477748139829,26.5424912689173
1994,"Cardiopulmonary",1,33.1505483549352,46.2363510711818,48.0628148148148,49.8466660825375,53.0017382002942
1994,"Cardiopulmonary",2,44.3018159048215,51.0407355382454,53.0084275168224,55.0567390005973,57.4756686336118
1994,"External",1,6.00400266844563,7.76282284467079,9.50612021192376,11.0019512444509,14.7945205479452
1994,"External",2,2.58818618242538,3.25308111206649,3.99440415270773,4.60448642266824,6.80359435173299
1994,"Other",1,14.470716624227,16.5211629901006,18.1756428918001,19.0375939849624,35.1196410767697
1994,"Other",2,16.314287051336,18.6857962697274,19.8770491803279,20.8675263774912,28.7726988102693
1995,"Cancer",1,20.5585999646456,23.5784685367703,24.3515301508734,25.0842236981423,27.5055327220993
1995,"Cancer",2,19.3639977285633,21.6937945066124,22.7549695335131,23.8120520307937,25.8294283036551
1995,"Cardiopulmonary",1,32.1154355308446,46.2421273617915,47.954857928506,49.6493248194285,53.3652430044183
1995,"Cardiopulmonary",2,45.2006420545746,51.3175658782939,52.5646705974575,54.5563909774436,57.5929644761443
1995,"External",1,5.8011645460427,7.77658511307695,9.18325581395349,10.6992275778325,15.3396311291048
1995,"External",2,2.49480249480249,3.30887774664504,3.95025603511339,4.62160600808781,5.94603461002214
1995,"Other",1,15.2190923317684,16.673488372093,17.975743574935,19.5384128991464,35.1337039978819
1995,"Other",2,16.4657833276609,19.240871591876,20.2105263157895,21.2765145734778,28.8282504012841
1996,"Cancer",1,19.6956596922013,23.9096908648836,24.5255367480032,25.3167403853362,28.3529150964309
1996,"Cancer",2,19.0654907112029,21.7668040095935,22.6939837792035,23.4503249767874,25.2483114819229
1996,"Cardiopulmonary",1,34.5413994981879,46.6154160146949,48.0665927135832,49.3690360272639,52.5601619311793
1996,"Cardiopulmonary",2,44.6275543836519,50.6965944272446,52.7058606481766,54.6258503401361,57.8714074074074
1996,"External",1,5.40900022168034,7.82608695652174,9.38667839085513,10.7702634670247,15.7134346142389
1996,"External",2,2.3440603893524,3.53741496598639,4.14394765539804,4.60779595765159,6.71991665219656
1996,"Other",1,14.6712647124972,16.8631076188275,18.052840471536,19.1577658344105,32.868692500697
1996,"Other",2,16.3555555555556,19.5142011185437,20.5283509564384,21.6784058756246,29.5319709953856
1997,"Cancer",1,19.7625106022053,23.5433872610024,24.596847965291,25.3329534933409,28.3634759594177
1997,"Cancer",2,18.0425981341313,21.474931803217,22.803097779321,23.1963041830584,25.3495440729483
1997,"Cardiopulmonary",1,38.6551943913321,46.8530125769774,48.2745020705975,49.7026932493879,53.0563621472712
1997,"Cardiopulmonary",2,45.3815261044177,50.4582210242588,52.2184300341297,53.6394014237978,57.7984779299848
1997,"External",1,5.99178022928834,7.7995353468304,9.27407296650718,10.6773928146997,15.1367331855137
1997,"External",2,2.21451954554208,3.60372993058964,4.10761815696713,4.6890243902439,6.92412385165022
1997,"Other",1,14.7866875139602,16.8450120814636,17.4822472344331,18.6305398025625,27.7246653919694
1997,"Other",2,16.2374429223744,20.0639638792211,21.2398921832884,21.9253318956803,28.4280936454849
1998,"Cancer",1,21.1351262167959,23.5831033750796,24.6730798136179,25.445880214219,28.1352235550709
1998,"Cancer",2,19.2864453867524,21.3755399568035,22.4560318643945,23.1708952585314,25.2663622526636
1998,"Cardiopulmonary",1,38.5761589403973,46.5426188243423,47.6386481802426,49.1952562473528,52.8682170542636
1998,"Cardiopulmonary",2,44.6778954679632,50.219407876465,51.686659689236,53.7122241974276,57.920532546543
1998,"External",1,5.82333696837514,7.91394918718972,9.28166915052161,10.6374501992032,14.9403270959187
1998,"External",2,2.56641591787469,3.60568971220642,4.2331110466802,4.57957521093977,6.90332079175528
1998,"Other",1,15.3636028054633,17.2370877411325,18.084345961401,18.9630347501038,26.887417218543
1998,"Other",2,16.342156277051,20.3373677689888,21.6902313624679,22.5234619395203,28.7723563118597
1999,"Cancer",1,21.3057942888827,23.8684798051553,24.9050304296962,25.61012879284,27.9587628865979
1999,"Cancer",2,19.6208584125555,21.3795661042092,22.2532788647603,23.1287929871881,26.2635379061372
1999,"Cardiopulmonary",1,36.5335051546392,45.5591576856801,46.7787726577855,47.9253033126688,51.0187327412493
1999,"Cardiopulmonary",2,44.1840719986415,49.0498995828827,50.654022236756,52.143267047581,56.4216352921528
1999,"External",1,5.46969911004379,7.6256037728673,8.64445130103877,10.0571994775481,13.3629054616024
1999,"External",2,2.09035738368173,3.38830809151925,3.91787793230855,4.48094759190971,5.87639311043566
1999,"Other",1,16.351966564669,18.2149567831642,19.5064176720101,20.4650269023828,32.5064432989691
1999,"Other",2,17.7522487056522,21.8368721774495,22.811617587737,24.0607116198059,30.1239599252844
2000,"Cancer",1,20.5322580645161,23.9908388204981,24.7136074828164,25.4997277747531,28.1555461113472
2000,"Cancer",2,18.8443434507385,21.3965493818775,22.2336809691195,23.3070221879963,25.872899926954
2000,"Cardiopulmonary",1,37.1892608551541,44.9033486152444,46.5713799557597,47.5897960924836,50.1799370220423
2000,"Cardiopulmonary",2,43.5240040858018,47.7731461167179,50.2993520872632,51.7081602416989,55.2786735332339
2000,"External",1,5.47531713281369,7.83150400474637,8.71726881007623,9.91857551896922,13.1210191082803
2000,"External",2,2.28858834287915,3.23883047162696,3.98248396662299,4.32369266725095,6.57956870769715
2000,"Other",1,16.6216824111561,18.9535921463632,20.0217391304348,21.1989597576343,30.8253231687106
2000,"Other",2,19.1257159358906,22.6037035653354,23.6155315085933,25.0942810240028,30.8553806200292
2001,"Cancer",1,20.5269801199116,24.1863799283154,25.1532752500807,25.6706188206562,27.7496626180837
2001,"Cancer",2,17.2097437519772,21.1382113821138,22.0471894517696,22.9643172964317,24.4808743169399
2001,"Cardiopulmonary",1,36.7092756473287,43.6268829663963,45.3504719823258,46.5642151481888,50.1146438398043
2001,"Cardiopulmonary",2,43.547557840617,47.4771024146545,48.9560623847057,50.5791805955065,54.775220477522
2001,"External",1,6.05855855855856,7.92013853170113,8.79733496498742,9.98082778842901,13.6054421768707
2001,"External",2,2.59866237810793,3.51833040908671,4.13802728446321,4.50883983680301,6.1931055066408
2001,"Other",1,17.0284316722715,19.6376263819333,20.6860444823641,21.6941552822718,30.711242215667
2001,"Other",2,19.5430319543032,23.3539569674023,24.7789430392762,25.9766615930999,33.1382473900664
2002,"Cancer",1,20.4733906226444,23.5995232419547,24.5785557672262,25.1801423456081,28.5654274312119
2002,"Cancer",2,17.1679777880611,21.1135477582846,22.0314084851876,22.8109733183014,24.1861179361179
2002,"Cardiopulmonary",1,36.2194315928619,43.6546227797434,45.2104403126794,46.0858585858586,49.286162640063
2002,"Cardiopulmonary",2,41.9110643204492,46.9055374592834,48.7816764132554,50.08252391733,54.93697352768
2002,"External",1,6.01252721129319,8.11545782992114,9.0656331620187,10.2513388901018,13.5655362053162
2002,"External",2,2.49221932491378,3.59558561765753,4.09620443442315,4.53455644740957,6.47848218417399
2002,"Other",1,17.7719232216786,20.0715840645325,21.3545816733068,22.3034055727554,30.5353602115003
2002,"Other",2,19.7514990567058,24.2432895488292,25.2602648455068,26.9254509292915,33.2870584605892
2003,"Cancer",1,19.7907324364723,23.7644079636745,24.4260404654576,25.3910208397586,27.7683134582624
2003,"Cancer",2,17.7056985567624,21.1055449991363,22.0029600394672,23.0179481497895,24.6209098164405
2003,"Cardiopulmonary",1,37.6740947075209,42.8424741050686,44.2742878309083,45.5390174653704,48.8692459373088
2003,"Cardiopulmonary",2,40.2221422327351,45.7513914656772,47.3181690536366,49.2705365418283,54.3311390191173
2003,"External",1,6.13585367512069,8.15921807493449,9.0161472024033,10.3130495052047,13.9167309175019
2003,"External",2,2.49228751184201,3.77662520771439,4.23701815864925,4.71795005135272,6.56882302650328
2003,"Other",1,18.1317852834741,20.6349206349206,22.0290681105728,23.028752529688,31.4763231197772
2003,"Other",2,20.0597566011611,24.9087591240876,26.1603700848111,27.1929824561403,33.3283737539057
2004,"Cancer",1,19.9200828770164,23.9090826861699,24.9890366905423,25.6757305194805,28.2412914188615
2004,"Cancer",2,18.0919050517346,21.541650961176,22.4610769890016,23.3670295489891,25.0611545988258
2004,"Cardiopulmonary",1,37.5134746676249,42.1304367261186,43.5812751292361,44.5202409028008,47.7602670600109
2004,"Cardiopulmonary",2,40.9048067860509,44.7001817080557,46.3328463275335,47.9001950918986,53.5866024203837
2004,"External",1,6.09076377788589,8.45053492006251,9.41829439332261,10.5812376082646,14.4599072233267
2004,"External",2,2.39561011259615,3.89149333211961,4.59462412587413,4.84476892543238,7.27838719241032
2004,"Other",1,18.4845897057682,21.03551323928,22.2217335854699,23.2928807113696,30.5425799496946
2004,"Other",2,20.7565866891281,25.1762482738571,26.6353769433852,28.0674318127601,34.7687157638466
2005,"Cancer",1,20.6957809030348,23.5280742752479,24.8681207677055,25.5129898723029,27.7919185491569
2005,"Cancer",2,18.1423220973783,21.3683312802047,22.0671981776765,23.2022341168257,24.375
2005,"Cardiopulmonary",1,36.7988567345481,41.2903883396188,43.1224357590153,44.0625202672028,47.5484337215443
2005,"Cardiopulmonary",2,39.5805243445693,44.08272692455,45.7879351581185,47.5430386093933,53.1784005468216
2005,"External",1,5.3071292170592,8.24175824175824,9.49662774857296,10.7020884335237,14.2322097378277
2005,"External",2,2.5588765301684,3.67025924847073,4.31883637067693,4.84267771591351,7.25886174269171
2005,"Other",1,19.1740634872875,21.7383669885865,23.0058774139379,23.8466433343939,29.9749910682387
2005,"Other",2,21.2688746660039,26.239895127813,27.5789204072485,28.8979275614953,35.250936329588
2006,"Cancer",1,19.9740409576002,23.7008817738207,24.8648952938527,25.5299139115966,27.9713814863941
2006,"Cancer",2,19.2910502416874,21.3934188941426,22.478026368358,23.3766233766234,24.7705922396188
2006,"Cardiopulmonary",1,36.6362614019743,40.105147864184,41.5299425758819,42.5533408197642,47.0558432785409
2006,"Cardiopulmonary",2,37.471830616844,42.3285198555957,44.0166602499038,45.4899875952508,51.8148843670414
2006,"External",1,5.66341090879859,8.61934200241597,9.66268534802504,10.8133685311551,13.7294490914335
2006,"External",2,2.7679880636946,4.0003633390862,4.58202761073939,5.08599379372009,7.33680746023039
2006,"Other",1,20.1854714064915,22.7243658068642,24.0976210008203,25.0450950464826,29.4779348139602
2006,"Other",2,21.7284490520413,27.8194607268464,28.8402989205646,30.4123711340206,36.2091694741468
2007,"Cancer",1,19.9972187456543,23.7976782752902,25.034534055892,25.8495498112112,28.0517380759903
2007,"Cancer",2,17.4075672565099,21.8164435946463,22.541778229157,23.6464483807479,25.5552508911434
2007,"Cardiopulmonary",1,36.1164813919768,40.0139300017413,40.9987370057321,42.0423581867724,46.9782399274664
2007,"Cardiopulmonary",2,37.0852893085078,41.3328197226502,42.7720614324091,44.7982062780269,51.0507199377351
2007,"External",1,6.260012816405,8.69073929443826,9.69529085872576,11.0102327447833,14.2400222500348
2007,"External",2,2.85330187385113,4.01722645034863,4.69683487987797,5.19756838905775,7.60688506385342
2007,"Other",1,20.8477361591205,23.0998046528148,24.3743199129489,25.4724600226135,28.9806702822973
2007,"Other",2,22.2999091970424,28.570783880139,29.2755787901419,30.9266899397017,37.4478492303266
2008,"Cancer",1,19.4580934999298,23.6849507735584,24.8931574835715,25.5264679164258,27.300712896954
2008,"Cancer",2,17.2762758421281,20.8992288589727,21.9240153363541,23.3527678515454,24.5787332945962
2008,"Cardiopulmonary",1,35.6723745659203,39.6104128621048,41.0969637610186,42.0001643520421,46.7991823500388
2008,"Cardiopulmonary",2,36.5476362584936,41.0582509028105,42.6641116352201,44.7172402313678,50.9619588981198
2008,"External",1,5.90943366273763,8.57066093498119,9.53009384587619,10.3334491142758,14.529520295203
2008,"External",2,2.72595667968643,4.15045395590143,4.60238858141567,4.9626572327044,7.80290158149262
2008,"Other",1,21.258898992035,23.8469827586207,24.8071696172776,25.6275961712118,30.7735504703075
2008,"Other",2,22.9506931762648,29.0841550353719,30.1103920822231,31.9827473532872,39.3234061009108
2009,"Cancer",1,19.7811331209309,23.9252009786788,25.0447893157123,25.7238377594146,27.802066772655
2009,"Cancer",2,17.7915883798237,21.4471726190476,22.4759335906618,23.5971740989065,24.9678800856531
2009,"Cardiopulmonary",1,35.4065660063721,39.4611528822055,40.4626042481727,42.0424403183024,46.183027815132
2009,"Cardiopulmonary",2,35.6912681912682,40.3621791620168,42.0458433116661,43.8669047842842,49.988789089806
2009,"External",1,5.85121033142577,8.27613485655785,9.24293683031421,10.2088300347571,13.5614351018147
2009,"External",2,2.47506672285433,3.97773954021919,4.66378360044094,5.13025138231773,7.71934568068136
2009,"Other",1,21.7396843371789,23.8710303972031,25.3258845437616,26.2702138758477,31.2508657708824
2009,"Other",2,23.5007056278769,29.3961991821025,30.872919556172,32.2615810643177,38.3581442404972
2010,"Cancer",1,20.4554377699254,24.1929464452323,25.2578268876611,25.7626916066573,28.3302063789869
2010,"Cancer",2,18.9488437281009,21.3302217036173,22.4770642201835,23.7157855268091,24.8987108655617
2010,"Cardiopulmonary",1,35.221843003413,38.8323773103888,39.9668874172185,41.3603284194812,45.4024459613197
2010,"Cardiopulmonary",2,34.9475585888493,40.076516669703,41.5672029060716,43.1150293870697,48.62868782443
2010,"External",1,6.48022913517384,8.39784305941511,9.35322972917268,10.1597744360902,13.2268086995118
2010,"External",2,2.88980879164203,4.07910557579456,4.65807730426164,5.23865744644965,7.56832515767344
2010,"Other",1,22.1985210466439,24.4652908067542,25.2044820575859,26.4919392853776,31.2001046983379
2010,"Other",2,24.3866219856758,30.2820188012534,31.4520036609659,32.4778601120549,37.8276103714085
2011,"Cancer",1,19.6712825158535,23.7194473963868,24.5923026744945,25.376561120222,27.8244631185808
2011,"Cancer",2,17.6041390289201,21.0248036700101,21.7760039910202,23.2631091148897,24.9188604399567
2011,"Cardiopulmonary",1,35.6004305263697,38.6708244007016,39.8106586142169,41.1714497374948,44.683908045977
2011,"Cardiopulmonary",2,35.2028757140043,39.0617759241436,40.4664699462387,42.5092447613019,47.8195760501924
2011,"External",1,6.28337556031963,8.48309919498501,9.51291271657404,10.1564709209162,13.6275397955222
2011,"External",2,2.99618320610687,4.27208066984784,4.84713352641082,5.33453033453033,7.94640488193155
2011,"Other",1,23.2465684633411,24.952178533475,25.9095993886163,27.073274637887,31.0210948621716
2011,"Other",2,25.3646949471999,31.0961596613245,32.0121327789517,33.9699235364686,38.7503316529583
2012,"Cancer",1,20.1550387596899,23.577629719362,24.6026922110655,25.2503912363067,27.6158445440957
2012,"Cancer",2,17.7957269411152,21.3425450471478,22.0386974988202,23.1977413518996,24.6994535519126
2012,"Cardiopulmonary",1,33.7369473450344,38.6280997150064,39.8585947856827,40.9680711473976,44.0755533366617
2012,"Cardiopulmonary",2,34.8782287822878,38.9071038251366,40.6795658329401,42.536012478209,46.8548754309504
2012,"External",1,5.99003637513838,8.73652831919285,9.31556632344034,10.2809270136138,14.0558848433531
2012,"External",2,3.11975541533858,4.25956874414055,4.79562278725459,5.44854827544081,7.86868160500261
2012,"Other",1,23.3954623620125,25.4916241806264,26.1457708944222,27.5229357798165,31.8818040435459
2012,"Other",2,26.1562479672152,31.0564102564103,32.421875,33.8005050505051,38.7962480458572
2013,"Cancer",1,19.593544530783,23.2406935237124,24.0615773935049,25.0221649069074,26.1862917398946
2013,"Cancer",2,18.135233095863,20.8650551960411,21.8363463368221,22.9349605596071,24.9053428691628
2013,"Cardiopulmonary",1,35.7062905753302,38.2770706511714,39.9811261402957,41.6597280044407,44.455829712818
2013,"Cardiopulmonary",2,35.6353591160221,39.1733639494834,41.0913872452334,41.8764302059497,46.7090530000772
2013,"External",1,5.72438434054324,8.41173215273935,9.13220913220913,10.0740205813324,13.4847579199044
2013,"External",2,3.16224355839275,4.22567106494761,4.64031511298459,5.31241047840341,7.7615298087739
2013,"Other",1,23.3139050791007,25.4540907243568,26.8561278863233,27.7307642234084,30.7471607890018
2013,"Other",2,26.7420010811089,31.5323117921386,32.8100325127729,34.2015180830481,37.3453318335208
2014,"Cancer",1,19.3737539580157,23.1747078433527,24.134963290828,24.825620640516,27.9187817258883
2014,"Cancer",2,18.4660478749389,20.9612560713882,21.7691910054278,22.7198646022692,24.3943191311612
2014,"Cardiopulmonary",1,35.5436110432446,38.7962291515591,39.7858434153803,40.8894509431974,44.5264554652513
